"","id","citypath","introtext","cityname","city_latitude","city_longitude","scheme_color","lez","urb_toll","other_reg","em_scheme"
"111","228","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/reutlingen","From 1 February 2015 on the LEZ Reutlingen has been extended. It now includes all districts of Reutlingen and Eningen.","Reutlingen",48.49,9.21,"1",TRUE,FALSE,FALSE,FALSE
"112","230","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/schwabisch-gmund","Schwäbisch Gmünd has a Low Emission Zone.","Schwäbisch-Gmünd",48.8,9.8,"1",TRUE,FALSE,FALSE,FALSE
"113","232","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/stuttgart","Stuttgart also has a <a title=""lorry transit ban"" class=""new-window nturl"" href=""/countries-mainmenu-147/germany-mainmenu-61/stuttgart-ar"">lorry transit ban</a> in place.<br>
In the case of high pollution events, there is also an alarm scheme. See below for further details.","Stuttgart",48.78,9.18,"1",TRUE,FALSE,FALSE,FALSE
"114","1675","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/remseck","The three regional Low Emission Zones of Stuttgart, Ludwigsburg and Leonberg
now all join up, to make, in practice, a combined Low Emission Zone.<br><br> 

The Ludwigsburg and area regional LEZ includes <a href=""/countries-mainmenu-147/germany-mainmenu-61/ludwigsburg"">Ludwigsburg</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/markgroningen"">Markgröningen</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/pleidelsheim"">Pleidelsheim</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/ingersheim"">Ingersheim</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/freiberg-am-neckar"">Freiberg am Neckar</a> and covers also <a href=""/countries-mainmenu-147/germany-mainmenu-61/kornwestheim"">Kornwestheim, Patonville & Remseck</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/asperg"">Asperg</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/moeglingen"">Möglingen</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/tamm"">Tamm</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/bietigheim-bissingen "">Bietigheim-Bissingen</a>, <a href=""/countries-mainmenu-147/germany-mainmenu-61/markgroningen"">Markgröningen</a>.<br><br>


The regional LEZ for <a href=""/countries-mainmenu-147/germany-mainmenu-61/leonberg"">Leonberg</a> includes the towns of Ditzingen, Gerlingen, Hemmingen,
Korntal-Münchingen and Schwieberdingen<br><br>

 

The Stuttgart LEZ borders both the LEZs above. <br><br>

 

Due to potential confusion, please note that there are LEZs in
Baden-Württemberg in both <a href=""/countries-mainmenu-147/germany-mainmenu-61/freiburg"">Freiburg</a> and <a href=""/countries-mainmenu-147/germany-mainmenu-61/freiberg-am-neckar "">Freiberg am Neckar</a> (note the U or E in the spelling, too).<br>
","Remseck",48.87,9.26,"1",TRUE,FALSE,FALSE,FALSE
"115","1014","https://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/offenbach","Offenbach has a Low Emission Zone in place.","Offenbach",50.12,8.68,"1",TRUE,FALSE,FALSE,FALSE
"116","234","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/tubingen","Since January 1, 2015 the Low Emission Zone of Tübingen has been expanded. It now covers the entire metropolitan area, including Ammertal, Neckartal, Bebenhausen, Hagelloch and Pfrondorf; as well as all the federal roads passing through Tübingen.","Tübingen",48.52,9.05,"1",TRUE,FALSE,FALSE,FALSE
"117","236","http://urbanaccessregulations.eu/countries-mainmenu-147/germany-mainmenu-61/ulm","Ulm also has a <a title=""lorry transit ban"" class=""new-window nturl"" href=""/countries-mainmenu-147/germany-mainmenu-61/ulm-ar"">lorry transit ban</a> in place.","Ulm",48.4,9.99,"1",TRUE,FALSE,FALSE,FALSE
"118","484","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/valle-salimbene","See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.","Valle Salimbene",45.17,9.23,"1",TRUE,FALSE,FALSE,FALSE
"119","487","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/dovera","Lodi and Dovera are joined Low Emission Zones.<br>See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>.","Dovera",45.36,9.54,"1",TRUE,FALSE,FALSE,FALSE
"120","476","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/varese","Varese is part of the 'paw print' shaped LEZ called Milan province. It also covers Milan, Lecco and Como.<br><br>

There are several other schemes in Milan: <br>
- the <a title=""Milan - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milano-ar"">Milan - AR</a>, an access regulation<br><br>

- the <a title=""Milan C"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milan-area-c-charging-scheme"">Milan C</a>, a combined Low Emission Zone and urban road charging scheme<br><br>

- the Milan C now substitutes the <a title=""Milan ecopass"" class=""new-window nturl"" href=""/ecopass"">Milan ecopass</a> that is no longer in action.<br><br>

The Lombardian 'paw print' is shown below. Milan is the black dot, Como the green dot, Varese the pink dot and Lecco the white dot. <br>
<img alt=""IT Lomb paw print"" src=""http://urbanaccessregulations.eu/images/stories/maps_jan2010/IT Lomb paw print.jpg""> See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>, and below for a more detailed 'paw print' map.
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Varese",45.8,8.83,"1",TRUE,FALSE,FALSE,FALSE
"121","475","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lombardia/lecco","Lecco is part of the 'paw print' shaped LEZ called Milan province. It also covers Milan, Varese and Como.<br><br>

There are several other schemes in Milan: <br>
- the <a title=""Milan - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milano-ar"">Milan - AR</a>, an access regulation<br><br>

- the <a title=""Milan C"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/milan-area-c-charging-scheme"">Milan C</a>, a combined Low Emission Zone and urban road charging scheme<br><br>

- the Milan C now substitutes the <a title=""Milan ecopass"" class=""new-window nturl"" href=""/ecopass"">Milan ecopass</a> that is no longer in action.<br><br>

The Lombardian 'paw print' is shown below. Milan is the black dot, Como the green dot, Varese the pink dot and Lecco the white dot. <br>
<img alt=""IT Lomb paw print"" src=""http://urbanaccessregulations.eu/images/stories/maps_jan2010/IT Lomb paw print.jpg""> See here for a map of <a href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lombardia-measures-map"">the whole of Lombardia</a>, and below for a more detailed 'paw print' map.<br><br>

There is also an access regulation called <a title=""Lecco - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/lombardia/lecco-ar"">Lecco - AR</a>.<br>
<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Lecco",45.85,9.38,"1",TRUE,FALSE,FALSE,FALSE
"122","502","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/acqui-terme","Acqui Terme in Piemont Italy has a low emission zone.","Acqui Terme",44.67,8.47,"1",TRUE,FALSE,FALSE,FALSE
"123","504","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/alessandria","Alessandria has a low emission zone in place, also called ZTL in Italian.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Alessandria",44.9,8.62,"1",TRUE,FALSE,FALSE,FALSE
"124","506","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/casale-monferrato","There is also an access regulation in place called <a title=""Casala Monferrato - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/casale-monferrato-access-regulation"">Casale Monferrato - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Casale Monferrato",45.13,8.44,"1",TRUE,FALSE,FALSE,FALSE
"125","508","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/novi-ligure","There is also an access regulation in place called <a title=""Novi Ligure - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/novi-ligure-ar"">Novi Ligure - AR</a>.","Novi Ligure",44.77,8.78,"1",TRUE,FALSE,FALSE,FALSE
"126","510","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/tortona","Tortona has a low emission zone in place, also called ZTL in Italian. ","Tortona",44.86,8.83,"1",TRUE,FALSE,FALSE,FALSE
"127","512","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/valenza","Valenza has a low emission zone in place, also called ZTL in Italian. ","Valenza",45.02,8.65,"1",TRUE,FALSE,FALSE,FALSE
"128","514","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/asti","There is also an access regulation in place called <a title=""Asti - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/asti-access-regulation"">Asti - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Asti",44.9,8.21,"1",TRUE,FALSE,FALSE,FALSE
"129","516","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/biella","There is also an access regulation in place called <a title=""Biella - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/biella-access-regulation"">Biella - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Biella",45.57,8.05,"1",TRUE,FALSE,FALSE,FALSE
"130","518","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/alba","Alba has a low emission zone in place, also called ZTL in Italian.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Alba",44.7,8.03,"1",TRUE,FALSE,FALSE,FALSE
"131","520","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/bra","The city of Bra has a low emission zone in place, also called ZTL in Italian.","Bra",44.7,7.85,"1",TRUE,FALSE,FALSE,FALSE
"132","522","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/cuneo","<p> 	Cuneo has an access regulation in place <a href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/cuneo-ar"">Cuneo - AR</a>&nbsp;and a low emission zone in place, also called ZTL in Italian.&nbsp;</p><br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a<a href=""/countries-mainmenu-147/italy-mainmenu-81/322-key-access-regulations/italy-access-regulations/2061-winter-emergency-measures-in-emilia-romagna-lombardia""> <b>winter emergency scheme</b></a> in place from 1 October 2017 - 31 March 2018.</p>
","Cuneo",44.38,7.54,"1",TRUE,FALSE,FALSE,FALSE
"133","524","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/fossano","Fossano has a low emission zone in place, also called ZTL in Italian. ","Fossano",44.55,7.72,"1",TRUE,FALSE,FALSE,FALSE
"134","526","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/mondovi","Mondovi' has a low emission zone in place, also called ZTL in Italian. ","Mondovi",44.39,7.82,"1",TRUE,FALSE,FALSE,FALSE
"135","528","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/savigliano-","Savigliano has a low emission zone in place, also called ZTL in Italian. ","Savigliano",44.65,7.63,"1",TRUE,FALSE,FALSE,FALSE
"136","530","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/borgomanero","Borgomanero has a low emission zone in place, also called ZTL in Italian.","Borgomanero",45.7,8.47,"1",TRUE,FALSE,FALSE,FALSE
"137","532","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/novara","There is also an access regulation in place called <a title=""Novara - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/novara-ar"">Novara - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Novara",45.44,8.62,"1",TRUE,FALSE,FALSE,FALSE
"138","534","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/beinasco","Beinasco has a low emission zone in place, also called ZTL in Italian.","Beinasco",45.02,7.58,"1",TRUE,FALSE,FALSE,FALSE
"139","536","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/borgaro-torinese","Borgaro Torinese has a low emission zone in place, also called ZTL in Italian.","Borgaro Torinese",45.15,7.65,"1",TRUE,FALSE,FALSE,FALSE
"140","538","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/carmagnola","Carmagnola has a low emission zone in place, also called ZTL in Italian.","Carmagnola",44.84,7.72,"1",TRUE,FALSE,FALSE,FALSE
"141","540","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/chieri","There is also an access regulation in place called <a title=""Chieri - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/chieri-access-regulation"">Chieri - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Chieri",45.01,7.82,"1",TRUE,FALSE,FALSE,FALSE
"142","542","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/chivasso","There is also an access regulation in place called <a title=""Chivasso - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/chivasso-access-regulation"">Chivasso - AR</a>.","Chivasso",45.19,7.89,"1",TRUE,FALSE,FALSE,FALSE
"143","544","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/collegno","Collegno has a low emission zone in place, also called ZTL in Italian. 
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Collegno",45.08,7.58,"1",TRUE,FALSE,FALSE,FALSE
"144","546","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/grugliasco","Grugliasco has a low emission zone in place, also called ZTL in Italian. 
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Grugliasco",45.07,7.58,"1",TRUE,FALSE,FALSE,FALSE
"145","548","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/ivrea","There is also an access regulation in place called <a title=""Ivrea - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/Ivrea-ar"">Ivrea - AR</a>.","Ivrea",45.47,7.88,"1",TRUE,FALSE,FALSE,FALSE
"146","550","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/moncalieri","Moncalieri has a low emission zone in place, also called ZTL in Italian. 
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Moncalieri",45,7.68,"1",TRUE,FALSE,FALSE,FALSE
"147","552","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/nichelino","Nichelino has a low emission zone in place, also called ZTL in Italian. 
<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Nichelino",45,7.65,"1",TRUE,FALSE,FALSE,FALSE
"148","554","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/orbassano","Orbassano has a low emission zone in place, also called ZTL in Italian. ","Orbassano",45,7.53,"1",TRUE,FALSE,FALSE,FALSE
"149","556","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/pinerolo","There is also an access regulation in place called <a title=""Pinerolo - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/pinerolo-ar"">Pinerolo - AR</a><br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Pinerolo",44.88,7.35,"1",TRUE,FALSE,FALSE,FALSE
"150","558","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/rivoli","Rivoli has a low emission zone in place, also called ZTL in Italian. <br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Rivoli",45.05,7.52,"1",TRUE,FALSE,FALSE,FALSE
"151","560","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/san-mauro-torinese","San Mauro Torinese has a low emission zone in place, also called ZTL in Italian. ","San Mauro Torinese",45.1,7.77,"1",TRUE,FALSE,FALSE,FALSE
"152","562","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/settimo-torinese","Settimo Torinese has a low emission zone in place, also called ZTL in Italian. <br><br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>

","Settimo Torinese",45.13,7.77,"1",TRUE,FALSE,FALSE,FALSE
"153","564","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/torino","There is also an access regulation in place called <a title=""Torino - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/torino-ar"">Torino - AR</a> and a possible <b>emergency scheme</b> (see below) in high air pollution events. <br>
The first Sunday of the month is 'ecological Sunday'. <br> <p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Torino",45.08,7.66,"1",TRUE,FALSE,FALSE,FALSE
"154","566","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/venaria-reale","Venaria Reale has a low emission zone in place, also called ZTL in Italian. <p>
	<p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Venaria Reale",45.12,7.63,"1",TRUE,FALSE,FALSE,FALSE
"155","568","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/vercelli","There is also an access regulation in place called <a title=""Vercelli - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/piemonte-region/vercelli-ar"">Vercelli - AR</a>.<br><p>
	Emilia Romagna, Lombardia, Piemonte and Veneto have a <a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/winter-emergency-measures-in-emilia-romagna-lombardia-piemont-and-veneto"" target=""_blank"">winter emergency scheme</a> in place from 1 October 2018 - 31 March 2019.</p>
","Vercelli",45.32,8.42,"1",TRUE,FALSE,FALSE,FALSE
"156","754","http://urbanaccessregulations.eu/countries-mainmenu-147/netherlands-mainmenu-88/rijswijk","Rijswijk, east of Den Haag will implement a Low Emission Zone on 1st November 2010.","Rijswijk",52.03,4.32,"1",TRUE,FALSE,FALSE,FALSE
"157","572","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/trentino-province/trento","There is also an <a title=""Access Regulation"" class=""new-window nturl"" href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/trentino-province/trento-access-regulation"">Access Regulation</a> in Trento.","Trento",46.07,11.13,"1",TRUE,FALSE,FALSE,FALSE
"158","588","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/umbria/perugia","There is also an access regulation in place see <a title=""Perugia - AR""  href=""/countries-mainmenu-147/italy-mainmenu-81/umbria/perugia-ar"">Perugia - AR</a>.","Perugia",43.11,12.39,"1",TRUE,FALSE,FALSE,FALSE
"159","590","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/umbria/ponte-san-giovanni","Ponte San Giovanni has a low emission zone in place, also called ZTL in Italian.","Ponte San Giovanni",43.0897,12.4455,"1",TRUE,FALSE,FALSE,FALSE
"160","600","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/rome","<p>
	There are <strong>3&nbsp;Low Emission Zones</strong>&nbsp;in Rome:</p>

<p>
	1)&nbsp;<em><strong>Green zone</strong></em></p>

<p>
	2)&nbsp;<em><strong>Railway ring</strong></em></p>

<p>
	3)&nbsp;<em><strong>City centre</strong>&nbsp;</em>with delivery regulations covering a slightly larger area than the main centre of Rome</p>

<p>
	There are also <strong>access regulations </strong>in place, see&nbsp;<a href=""http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/lazio-region/rome-ar-2"" title=""Rome - AR"">Rome - AR</a>&nbsp;and&nbsp;<a class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/rome-coaches-2"" title=""Roma - Coaches"">Roma - Coaches</a>.<br />
	There is also the possibility of&nbsp;<strong>emergency measures</strong>&nbsp;on days with extreme pollution, particularly in the winter. Options include banning alternating number plates, or a ban all vehicles. Notification is by the local press.</p>

<p>
	<strong>Ecological Sundays</strong>: the mayor has banned vehicles from driving through the Italian capital on Sundays in a bid to tackle severe smog. Police have been advised to fine anyone who flouts the tough traffic restrictions.</p>

<p>
	On&nbsp;<strong>ecological Sundays</strong> all vehicles are banned from 07:30 &ndash; 12:30 und 16:30 &ndash; 20:30.</p>

<p>
	And in the entire capital of Rome vehicles including motorcycles and motorbikes without an annual inspection are not allowed to circulate.</p>

<p>
	&nbsp;</p>
","Roma (Rome)",41.9,12.5,"1",TRUE,FALSE,FALSE,FALSE
"161","70","http://urbanaccessregulations.eu/countries-mainmenu-147/united-kingdom-mainmenu-205/norwich","There is a low emission zone in place in Norwich.","Norwich",52.63,1.3,"1",TRUE,FALSE,FALSE,FALSE
"162","72","http://urbanaccessregulations.eu/countries-mainmenu-147/united-kingdom-mainmenu-205/oxford","There is a low emission zone in Oxford.","Oxford",51.75,-1.25,"1",TRUE,FALSE,FALSE,FALSE
"163","323","http://urbanaccessregulations.eu/countries-mainmenu-147/sweden-mainmenu-248/moelndal","Low Emission Zone in operations since 1st July 2010","Mölndal",57.66,12.01,"1",TRUE,FALSE,FALSE,FALSE
"164","702","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/viareggio","Viareggio has a low emission zone in place, also called ZTL in Italian.","Viareggio ",43.87,10.23,"1",TRUE,FALSE,FALSE,FALSE
"165","704","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/firenze","There is also an access regulation called <a title=""Firenze - AR"" class=""new-window nturl"" href=""/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/firenze-florence-ar"">Firenze - AR</a>","Firenze (Florence)",43.78,11.25,"1",TRUE,FALSE,FALSE,FALSE
"166","1558","","bologna metropol region therefore less than 30.000 but still in the list","Castel Maggiore",44.57,11.37,"1",TRUE,FALSE,FALSE,FALSE
"167","1559","","","Finale Emilia",44.17,8.34,"1",TRUE,FALSE,FALSE,FALSE
"168","757","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/scandicci","Scandicci has a low emission zone in place, also called ZTL in Italian.","Scandicci ",43.75,11.19,"1",TRUE,FALSE,FALSE,FALSE
"169","708","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/ponte-a-signa","Ponta A Signa has a low emission zone in place, also called ZTL in Italian.","Ponte A Signa",43.77,11.09,"1",TRUE,FALSE,FALSE,FALSE
"170","710","http://urbanaccessregulations.eu/countries-mainmenu-147/italy-mainmenu-81/toscana-tuscany/porto-di-mezzo","Porto Di Mezzo has a low emission zone in place, also called ZTL in Italian.","Porto Di Mezzo",43.78,11.08,"1",TRUE,FALSE,FALSE,FALSE
